BARCODE,"ASSET DESCRIPTION","SERIAL NO",CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,LOCATION_4,"FLOOR NUMBER","ROOM TYPE","VERIFICATION DATE",OWNERSHIP,"DUPLICATE BARCODE","ASSET CONDITION",OWNER,LEASED,"VIN NUMBER","DATE OF VERIFICATION","SUPPLIER NAME","GAMAP FUNDING","GFS FUNDING",QUANTITY,WIDTH,GRADING,DIAMETRE,LENGTH,"FROM NODE","TO NODE","NODE LAYER","START LAT","START LONG","END LAT","END LONG",GIS_ID,"STAND NUMBER","STREET NAME","LAND RENTED (Y/N)","LAND OR IMPROVEMENTS","LAND MATCHED","ERF NUMBER",PORTION,EXTENSION,"TITLE DEED NUMBER","SURVEY GENERAL REFERANCE NO","LAND SIZE","VOTE NUMBER","ORDER NUMBER","ORDER DATE","INVOICE NUMBER","INVOICE DATE","CHEQUE NUMBER","WAS ASSET BROUGHT IN ON A DRC",,"UPDATE STATUS","CREATE TIME","UPDATE TIME","PREV CONDITION","PREV CATEGORY 1","PREV CATEGORY 2","PREV CATEGORY 3","PREV CATEGORY 4","PREV TOWN","PREV STREET","PREV BUILDING","PREV FLOOR","PREV ROOM"
A07399,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MARKET STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MARKET STREET",N/A,N/A,N/A
A07400,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MARKET STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MARKET STREET",N/A,N/A,N/A
A07501,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MARKET STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MARKET STREET",N/A,N/A,N/A
A07502,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07503,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07504,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07505,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07506,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07507,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07508,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07509,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07510,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07511,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,D1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,D1,N/A,N/A,N/A
A07512,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,D1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,D1,N/A,N/A,N/A
A07513,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,D1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,D1,N/A,N/A,N/A
A07514,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,D1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,D1,N/A,N/A,N/A
A07515,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,D1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,D1,N/A,N/A,N/A
A07516,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,D1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,D1,N/A,N/A,N/A
A07517,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,D1,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,D1,N/A,N/A,N/A
A07518,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"FW REITZ STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"FW REITZ STREET",N/A,N/A,N/A
A07519,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"FW REITZ STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"FW REITZ STREET",N/A,N/A,N/A
A07520,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"FW REITZ STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",FAIR,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"FW REITZ STREET",N/A,N/A,N/A
A07521,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"FW REITZ STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"FW REITZ STREET",N/A,N/A,N/A
A07522,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"FW REITZ STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",FAIR,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"FW REITZ STREET",N/A,N/A,N/A
A07523,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,10M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"FW REITZ STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"FW REITZ STREET",N/A,N/A,N/A
A07524,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,12M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07525,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,12M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07526,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,12M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07527,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,12M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",GOOD,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
A07528,"STREET LIGHT ",,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",,YES,"TECHNICAL SERVICES",ELECTRICITY,DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1,N/A,N/A,N/A,12M,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"MEYER STREET",NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:29:20","2013-06-15 19:29:20",FAIR,INFRASTRUCTURE,ELECTRICITY,"STREET LIGHT SINGLE LIGHT","WOODEN POLE",DEALESVILLE,"MEYER STREET",N/A,N/A,N/A
